gene_name,TCGA-35-5375-01A,TCGA-55-A4DF-01A,TCGA-95-8039-01A,TCGA-MP-A4T4-01A,TCGA-62-A471-01A,TCGA-L9-A5IP-01A,TCGA-50-5936-01A,TCGA-49-AARR-01A,TCGA-78-8662-01A,TCGA-05-4430-01A,TCGA-44-7659-01A,TCGA-44-6146-01A,TCGA-L9-A50W-01A,TCGA-75-7025-01A,TCGA-05-4424-01A,TCGA-62-A46P-01A,TCGA-38-4627-01A,TCGA-86-8073-01A,TCGA-69-7765-01A,TCGA-44-5645-01B,TCGA-55-6984-01A,TCGA-69-7764-01A,TCGA-NJ-A4YI-01A,TCGA-86-A4P7-01A,TCGA-55-8620-01A,TCGA-97-8177-01A,TCGA-50-6595-01A,TCGA-55-A492-01A,TCGA-78-7633-01A,TCGA-97-A4LX-01A,TCGA-78-7220-01A,TCGA-53-7624-01A,TCGA-49-AARN-01A,TCGA-62-A46R-01A,TCGA-78-7156-01A,TCGA-50-8457-01A,TCGA-91-8496-01A,TCGA-55-8092-01A,TCGA-75-5122-01A,TCGA-NJ-A4YQ-01A,TCGA-50-5072-01A,TCGA-91-6831-01A,TCGA-91-A4BD-01A,TCGA-69-8255-01A,TCGA-69-8253-01A,TCGA-86-A4D0-01A,TCGA-78-8640-01A,TCGA-97-8174-01A,TCGA-55-6987-01A,TCGA-49-6744-01A,TCGA-55-8096-01A,TCGA-J2-8192-01A,TCGA-44-7671-01A,TCGA-44-2662-01B,TCGA-93-A4JN-01A,TCGA-49-AAR9-01A,TCGA-86-A4P8-01A,TCGA-44-5645-01A,TCGA-78-7158-01A,TCGA-80-5611-01A,TCGA-44-4112-01A,TCGA-71-6725-01A,TCGA-44-2656-01A,TCGA-05-5715-01A,TCGA-64-5815-01A,TCGA-55-7816-01A,TCGA-95-7948-01A,TCGA-05-4432-01A,TCGA-99-8033-01A,TCGA-78-7143-01A,TCGA-73-4668-01A,TCGA-44-5644-01A,TCGA-38-4625-01A,TCGA-91-8499-01A,TCGA-86-6851-01A,TCGA-44-6779-01A,TCGA-78-7537-01A,TCGA-05-4434-01A,TCGA-67-3773-01A,TCGA-55-6983-01A,TCGA-05-5425-01A,TCGA-97-A4M2-01A,TCGA-50-5941-01A,TCGA-78-7539-01A,TCGA-67-3771-01A,TCGA-55-8299-01A,TCGA-05-5429-01A,TCGA-93-A4JO-01A,TCGA-44-A47A-01A,TCGA-44-2662-01A,TCGA-86-A4JF-01A,TCGA-05-4402-01A,TCGA-97-8179-01A,TCGA-55-7914-01A,TCGA-49-4490-01A,TCGA-55-8090-01A,TCGA-MP-A4TC-01A,TCGA-64-1681-01A,TCGA-99-AA5R-01A,TCGA-49-4486-01A,TCGA-91-6847-01A,TCGA-05-4249-01A,TCGA-91-A4BC-01A,TCGA-55-7570-01A,TCGA-50-5049-01A,TCGA-86-8672-01A,TCGA-55-7727-01A,TCGA-86-8674-01A,TCGA-53-A4EZ-01A,TCGA-69-7761-01A,TCGA-50-5942-01A,TCGA-69-A59K-01A,TCGA-05-4245-01A,TCGA-44-2666-01A,TCGA-50-5944-01A,TCGA-50-6592-01A,TCGA-62-8395-01A,TCGA-05-4410-01A,TCGA-55-6975-01A,TCGA-73-4662-01A
FCGBP,1.5351,1.9262,37.0976,7.0001,0.829,1.3357,5.3954,43.8664,0.9429,29.1769,18.5999,30.7441,130.0512,49.126,38.3483,10.6883,13.0229,30.8503,43.8692,37.6656,2.3817,0.7972,39.9045,18.5645,1.031,22.4689,2.7714,8.0911,2.3622,33.5974,1.6557,0.5398,60.9594,10.534,2.8648,74.8824,2.5648,0.7719,84.6572,1.5704,1.397,5.5123,19.0363,0.4802,6.125,0.9492,2.9349,3.5314,4.963,65.4103,73.5355,59.5396,11.7328,9.6116,22.0813,1.396,3.5094,236.7849,12.3543,0.8433,3.4447,15.1083,7.6142,120.3,67.869,2.9518,12.144,2.6829,2.6635,31.0932,13.6541,2.0858,1.1528,1.406,11.4208,6.1487,28.6148,3.4454,17.8222,7.0376,1.8149,8.513,27.1946,36.9514,1.3532,1.898,14.5688,102.0726,182.668,46.6258,8.9774,15.6841,8.79,50.3694,18.8279,34.7303,37.965,72.0305,13.1673,3.1497,10.2615,175.4059,1.0822,1.3719,22.8395,2.6938,4.9549,2.0775,13.7356,16.3121,39.1485,3.0954,1.6846,9.2764,2.8422,0.4103,59.6028,6.7433,0.1238,7.1266
FER1L6,0.3823,2.5263,0.0462,0.3537,0.1168,0.112,0.0216,1.6364,0.0176,0.0971,0.5815,307.8012,0.0379,0.3196,0.0881,0.0156,0.2224,0.1882,0.0269,4.2462,9.1919,0.0,0.0,0.0111,0.086,1.0781,0.0376,0.0,0.0,0.0762,1.153,0.0,2.0772,0.0228,0.0,0.0541,0.6867,0.1492,0.0141,0.011,0.2112,0.1602,0.0,0.2709,0.0503,0.7458,1.4191,0.0629,0.1651,0.0,0.0972,0.0795,0.1357,1.2727,0.0961,0.7138,0.012,2.5189,0.0343,0.8787,0.0098,0.0149,0.0183,0.1749,0.0192,0.0,0.1591,0.0592,0.0076,0.0131,0.0111,0.2291,0.0177,0.541,0.0507,0.5223,0.1063,0.8814,0.0,1.4955,0.0133,0.5057,0.0763,0.0,0.3051,0.0217,18.656,0.1784,0.0148,0.0454,0.0513,0.1354,0.0101,0.0357,0.0773,0.0641,0.0376,0.2825,0.0,0.0,0.0204,0.0655,0.0096,0.2034,0.0395,0.0,0.0,0.0,0.0247,3.7899,0.2519,0.109,0.0768,0.0262,0.1922,4.8976,0.0138,0.0336,0.1428,0.0184
FLG,0.0181,0.054,0.1456,0.0372,0.0884,0.6261,0.3671,0.1559,0.0,0.0153,0.071,0.155,0.1031,0.0406,0.0486,0.0,0.1304,0.0607,0.2477,0.9321,0.029,0.0519,0.0265,0.1308,0.0136,0.0035,0.3643,0.0046,0.0321,0.1287,0.1035,0.0911,0.1478,0.0054,0.1358,0.0938,0.0212,0.0254,0.2476,0.0104,0.0555,0.0227,0.0,0.0,0.0536,0.0097,0.1066,0.5588,0.0179,0.0379,0.0337,0.0564,0.2648,1.5403,0.5254,0.0764,0.0735,0.1186,0.0324,0.0308,0.0092,0.0035,0.0734,0.0276,0.0727,1.2922,0.0133,0.4421,0.1144,0.0124,0.0184,0.1161,0.0224,0.0085,0.0587,0.043,0.0335,0.1556,0.0344,0.0561,0.0188,0.1313,0.0289,0.0592,0.0289,0.082,0.0084,0.0056,0.035,0.1374,0.0146,0.0214,0.0955,0.0731,0.0183,0.2831,0.0771,0.0202,0.1432,0.0134,0.1685,0.0797,0.0546,0.6094,0.0,0.0159,0.1022,0.0,0.4742,0.0734,0.3084,0.1313,0.0136,0.3888,0.1137,0.1441,0.2874,0.0318,0.2315,0.0464
FLG2,0.0,0.0084,0.0102,0.013,0.0,0.0338,0.0143,0.0312,0.0,0.0054,0.0,0.0311,0.0063,0.0052,0.0,0.0103,0.0,0.0227,0.0623,0.7935,0.0,0.0,0.0,0.0147,0.0,0.0049,0.0125,0.0,0.0,0.0,0.0,0.0091,0.0366,0.0,0.0301,0.012,0.0198,0.0,0.0,0.0073,0.0078,0.0,0.0,0.0033,0.0,0.0,0.0088,0.0649,0.0031,0.0,0.0,0.0053,0.0,1.3405,0.1346,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0545,0.0,0.0,0.0961,0.0062,0.0175,0.005,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0094,0.0117,0.0,0.0,0.0,0.0329,0.0,0.0111,0.0101,0.0072,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0079,0.0128,0.0284,0.0,0.0,0.0143,0.0,0.0203,0.0062,0.0064,0.0375,0.0,0.0112,0.0159,0.0,0.0327,0.0147,0.0197,0.0,0.0064,0.0812,0.0106,0.0233,0.0092,0.0,0.0271,0.0122
FLNA,65.0903,238.8142,701.4176,444.87,72.9577,224.2311,317.506,470.5788,111.4901,426.6804,405.9557,153.6381,256.4614,534.3731,414.6633,52.5757,676.4519,194.7585,393.5884,254.4081,83.2421,159.6937,487.9749,309.3281,275.4783,211.7593,699.513,69.0621,239.5622,520.6033,98.3859,225.6015,427.4825,239.1202,232.8161,591.3209,242.6954,120.5402,483.5687,122.2189,190.2213,294.3125,204.6321,57.7871,292.3864,170.0027,108.3554,313.5078,153.0939,353.0414,388.8137,753.3578,334.4891,233.8854,428.0141,223.7716,527.3353,1109.0896,413.3132,554.5625,139.477,65.9674,148.4596,306.6504,997.0856,508.5001,263.6914,215.1264,276.3862,282.6127,582.9242,214.6825,394.1034,189.107,351.0473,706.1282,289.5675,658.8098,174.3077,223.8117,111.2884,320.4233,322.6012,375.1808,102.4107,355.143,75.8692,184.5883,356.6981,763.4791,196.7948,376.1287,278.8736,496.27,313.2927,950.2847,738.9942,384.4438,369.647,80.4105,411.9508,715.3326,168.2035,189.1247,184.8362,317.5393,90.4009,66.0433,32.383,283.3496,513.201,368.8004,128.6825,605.364,755.1036,177.1065,231.4346,308.4349,508.3648,360.9469
FLNC,3.6511,2.8316,1.5753,28.5609,2.3152,114.5667,25.1739,21.2074,0.6548,6.0462,1.8158,4.0838,0.8861,9.3269,5.5236,0.6714,18.8739,9.3706,2.4244,2.0869,2.5653,1.3115,1.2706,5.2728,1.979,3.953,81.539,1.0282,1.1196,5.0055,15.7224,9.8946,4.9779,16.0691,1.1666,3.7719,0.7226,34.0225,23.6346,1.6825,18.5896,6.4655,0.6397,1.2997,3.0415,3.4281,3.1577,4.1063,2.7221,3.7651,4.8277,6.0364,10.6184,14.0294,10.8922,12.8535,5.5968,3.8285,0.6574,0.2448,2.1258,1.8156,1.6665,3.0383,5.671,120.9547,1.4138,2.071,162.1989,0.9354,7.6803,3.3504,2.0285,0.7431,1.6595,19.0114,2.2718,57.6223,0.4999,8.0794,3.1763,4.514,7.137,0.475,4.2309,13.1894,2.6472,2.5047,1.3544,14.7766,2.2417,2.7537,5.276,2.3878,4.211,2.0834,15.8874,2.7157,9.3477,0.3566,0.4395,1.6035,3.0576,5.9733,2.166,37.5871,0.3612,1.2251,3.9671,2.2107,3.4607,4.4923,4.4567,2.4655,9.0014,6.5372,14.4324,3.0796,8.0713,2.436
FMN2,0.0717,0.0159,0.4855,0.2455,0.0219,0.0191,0.0269,1.5519,0.0,0.177,0.2929,0.0,0.3728,0.2971,0.0183,0.068,0.3279,0.1069,1.0906,1.2457,0.0574,0.1957,0.0934,0.2142,3.7535,0.0458,0.3403,0.221,0.033,0.0884,0.0365,0.9373,0.1837,0.0213,0.1039,0.0844,0.056,0.0261,4.8611,0.0,1.2389,0.3703,0.0899,0.0909,0.0865,0.2042,0.0166,0.0699,0.0383,0.0429,0.7287,0.3228,0.2649,0.5846,0.0734,0.0084,0.1418,0.3983,0.1998,0.0,0.2012,0.014,0.0057,0.0243,0.4083,2.3596,0.1637,0.0699,0.0189,0.7295,0.0139,0.3578,0.0849,0.0225,0.0,0.0,0.1727,0.0661,0.0341,0.1878,0.0249,0.0496,0.1049,0.2138,0.6195,0.1084,0.0333,0.156,0.231,0.017,0.0192,0.5747,0.082,0.0149,0.2174,0.2181,0.0313,0.2032,0.027,0.0248,0.0763,0.1461,1.6644,0.0212,0.0432,0.0,0.45,0.0,0.0,0.0208,0.2315,0.1795,0.1349,0.0164,0.1601,0.022,0.1121,0.105,0.051,0.0268
FRAS1,0.8552,4.8914,1.8084,0.3312,0.184,0.0674,0.4347,3.7275,3.9226,0.9512,0.5673,5.4533,4.5215,2.1491,25.4289,0.8771,2.1129,13.7502,1.4046,18.5213,1.0521,4.8414,1.1181,3.6475,8.5608,1.3078,6.1431,0.4024,1.499,0.6276,1.1127,0.3296,1.0251,1.6928,0.7666,1.6578,0.7666,1.1434,0.6017,0.232,1.2717,2.4024,0.3625,4.3281,0.452,8.8253,0.2423,6.4685,0.8458,2.2713,2.9765,2.667,3.2599,2.96,4.4386,0.1273,10.0675,19.4474,0.77,1.1689,0.3351,1.8312,2.0167,2.5656,0.9509,68.8038,1.0229,5.4603,0.2785,4.1542,1.479,2.3097,3.5881,9.1069,2.7442,0.3577,0.4354,1.6179,1.2497,1.3437,1.7932,4.2077,1.1875,3.224,1.2064,1.3388,2.3152,2.2591,2.4928,0.6322,0.1875,4.7061,2.7797,2.2253,2.3266,1.1269,4.2547,1.8636,4.7918,0.4956,4.7083,1.2057,0.8878,12.0601,2.0398,0.2173,1.3238,0.0532,3.1354,2.3495,5.7103,0.6463,7.0549,5.9953,11.3359,4.5291,7.8431,1.3879,1.0859,1.9078
FRMPD4,0.0232,0.1311,0.0234,0.0,0.0,0.0804,0.0131,0.0358,0.0107,0.0344,0.0912,0.0853,0.0,0.0426,1.142,0.0,0.027,0.0364,0.0,0.0285,0.0,0.0095,0.0,0.0202,0.0087,0.0045,0.0114,0.0358,0.1283,0.0,0.0089,0.0,0.0223,0.0069,0.1102,0.0383,0.0363,0.0036,0.0,0.0,0.0143,0.0,0.0262,0.003,0.0076,0.0,0.0,0.1274,0.0086,0.0556,0.0039,0.0193,0.0824,0.2047,0.013,0.5973,0.0145,0.0508,0.0,0.0099,0.0059,0.0,0.0222,0.0,0.0,2.2253,0.0,0.004,0.0,0.0558,0.0,0.0,0.0036,0.9749,0.0103,0.0,0.0,0.025,0.0111,0.024,0.0,0.0663,0.0185,0.0,0.0741,0.0,0.0,0.0144,0.0,0.0055,0.0,0.0034,0.0552,0.0,0.0822,0.0173,0.0152,0.0104,0.0722,0.0,0.6555,0.0398,0.0058,0.0,0.006,0.0102,0.0146,0.0,0.0,0.0067,0.1711,0.012,0.0146,0.0213,0.7494,0.0142,0.0587,0.0715,0.0,0.0149
FSTL5,0.0435,0.9956,2.2038,0.0,0.0,0.6249,0.0,0.0,0.2794,0.3772,0.0,0.0177,0.0,0.0266,0.4674,0.0,0.0101,0.0194,0.0,0.1067,0.0,0.0,0.0,0.0,1.4016,0.0667,0.0,0.0112,0.0086,0.0124,0.0,0.0156,0.0418,0.0776,0.0344,0.0102,0.0,3.27,3.6179,0.0,0.0934,0.3642,0.049,0.3022,0.0072,0.5806,24.4344,0.6515,0.0,0.0,0.2283,0.2259,0.0096,7.2324,0.0121,0.0765,0.0,0.0,0.0389,0.037,0.0,0.0,0.0208,0.0,0.0,0.0,0.0106,0.1122,0.0,0.0,0.1264,2.2878,0.7117,1.2707,0.0,0.0258,0.0081,0.0,0.0207,0.036,0.0452,0.0902,0.0173,0.0,0.052,0.0,0.0202,0.0,0.0,3.9422,0.0,2.7708,5.3927,0.0,0.0439,0.0162,0.0855,0.0097,0.0,0.0258,0.0,0.0,0.0,0.5267,0.0,0.0,0.0,0.0,0.0,0.0126,1.2802,0.0,13.5356,0.0696,0.0182,0.0133,0.0,0.0,0.0232,0.0
GLI3,0.4611,0.8183,1.596,6.0622,0.9887,1.143,3.1863,4.9612,5.8835,3.5352,4.2771,0.6229,15.3663,3.3196,2.7628,3.2532,5.7338,3.7055,11.6601,4.9482,0.8935,2.4455,5.1848,2.8173,0.3647,1.8107,11.1784,0.2843,1.8781,4.3629,0.9216,1.7927,2.5876,1.1132,0.9146,2.1099,2.3829,1.8663,0.4157,3.1139,2.5677,8.374,1.3938,0.3916,1.3962,2.1235,0.7968,6.3365,2.487,3.0812,2.4693,11.0495,2.1088,8.9623,2.9649,0.632,4.664,0.8204,5.8997,1.4486,11.1658,0.4155,1.798,1.483,6.0611,11.5803,1.4156,2.0206,1.2161,1.4384,1.7513,1.1554,3.3597,165.2461,4.0298,2.8279,1.7468,2.7647,5.5613,2.3977,0.8785,2.1305,3.9951,0.6918,0.95,4.6066,0.8017,1.8408,6.9071,1.8714,4.5716,3.6699,1.6335,1.7833,1.9329,7.8772,3.9316,1.738,2.465,0.2241,12.4508,1.3499,1.8516,1.13,1.6689,1.6007,5.907,0.6546,0.3496,1.2586,4.7637,3.5679,0.5786,0.7862,7.9736,1.9627,3.6571,1.4452,5.0176,2.2949
GPR158,0.8687,2.7019,0.2681,3.0215,3.548,1.6657,0.0,0.0803,0.0532,1.9925,0.071,0.1892,0.1076,0.1535,2.2581,0.0353,0.0202,0.0389,0.0509,0.0355,0.0464,0.1187,8.5168,0.2596,0.8254,0.8444,1.494,0.0521,0.0914,0.1402,3.3052,4.0555,0.0278,0.1207,0.0458,0.0068,0.1244,5.5745,0.1286,0.0749,0.2133,2.4633,0.0436,1.2427,0.0429,0.0232,1.2255,0.1536,2.2229,0.104,3.0185,4.6178,0.0,4.5646,0.0162,3.2339,1.1677,0.0237,0.026,7.7528,0.0222,0.017,0.1107,0.0,0.0874,0.0941,0.085,3.9238,0.0343,0.0398,0.9563,0.7065,4.0268,1.3112,3.6724,0.0172,0.0,0.4673,0.2619,0.006,3.4168,0.0751,0.0694,3.256,1.8257,0.0411,0.4302,0.036,0.1344,3.6519,0.5518,3.475,1.7816,0.027,1.0689,0.0324,0.114,2.4315,0.131,0.0172,0.0154,0.0142,0.2914,0.077,0.1198,0.0,0.2182,0.0213,0.5851,2.2242,0.3255,0.0225,0.04,2.113,0.0121,5.1738,0.0523,3.0821,0.0154,1.0735
GRID2,0.0,0.0651,0.0175,0.0,0.4993,0.0,0.0,0.0134,0.0,0.0046,0.0107,0.0445,0.0,0.0355,0.0419,0.0,0.0203,0.0292,0.0077,0.2407,0.0087,0.0,0.0639,0.0126,0.0163,0.0,0.0,0.0,0.0215,0.0062,0.0,0.0,0.0,0.0389,0.0,0.0051,0.0511,0.0034,0.0,0.0063,0.0134,0.0,0.0,0.0086,0.0036,0.0058,0.0302,0.008,0.0027,0.0065,0.0148,0.0498,0.0387,0.576,0.0,0.0,0.2929,0.0,0.0065,0.0278,2.2194,0.0,0.0208,0.0222,0.011,0.0118,0.0107,0.0038,0.0043,0.0075,0.0032,0.0093,0.0,0.9455,0.0,0.0129,0.0162,0.0033,0.0,0.0045,0.0076,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0,0.045,0.0115,0.0,0.0,0.0,0.0357,0.0049,0.154,0.0194,0.0,0.0,0.0,0.0,0.0056,0.0,0.0137,0.0,0.0047,0.0063,0.0,0.0226,0.1832,0.0,0.0091,0.0668,0.0,0.0096,0.0581,0.0105
GRIK2,0.0146,0.1744,0.7163,1.357,0.0535,0.2719,6.729,1.2128,0.804,1.2785,0.4151,0.2144,0.4843,0.4402,0.2353,0.6765,0.9977,4.8099,0.7993,0.5012,0.0584,0.4781,0.1283,2.1432,0.5799,0.1959,1.0034,0.0675,0.069,0.0498,0.2339,0.105,0.2946,0.0434,0.2307,0.5225,0.3645,0.041,1.0148,0.2432,1.8803,0.0611,0.3292,0.0115,0.7154,0.0702,0.0202,0.0267,0.1548,0.1484,1.0087,4.7977,0.5307,2.942,0.0489,0.298,0.1368,0.1276,0.0436,0.0497,2.8374,1.1046,0.7247,2.5063,1.6723,5.4009,1.0281,1.0548,0.8707,0.9511,0.9719,0.4121,1.6678,3.5639,0.0645,3.448,0.2596,0.2735,0.0417,2.699,0.1114,0.1967,0.0815,0.0764,0.2561,0.6535,0.0542,1.8965,2.6182,1.0462,0.7282,0.6416,0.0077,0.2813,0.4721,4.9968,2.0955,0.3201,0.1485,0.0867,0.3573,2.4847,0.0294,0.0604,0.0603,0.2696,0.6413,0.2794,3.1605,0.0254,0.475,0.2344,0.1684,0.9009,0.1222,1.3411,0.2634,0.8981,1.5563,0.0515
GRIN2A,0.0,0.0082,0.01,0.0287,0.0076,0.0033,0.0489,0.2138,0.0171,0.0446,0.0243,0.1771,0.1229,1.5647,0.0571,0.6202,1.9063,0.0333,0.1524,1.9472,0.2831,1.4882,0.0363,0.0717,0.0279,0.9036,0.0244,0.0701,0.0685,0.06,0.0426,0.0134,0.0536,0.0,0.0539,3.4122,0.0581,0.0058,0.0321,0.0143,0.0114,0.0104,0.042,0.0179,1.2547,0.0066,0.0172,0.0839,0.0245,0.0557,5.2567,9.5357,0.1045,0.6068,0.097,0.0131,0.1627,0.8743,0.0333,0.0106,2.6992,0.0048,0.0355,0.2773,0.1247,6.982,4.4869,0.0662,0.0172,0.4254,0.0216,0.0106,0.0268,0.0,0.0165,0.0294,0.0942,0.0381,0.0118,1.1365,0.0,0.0386,0.0099,0.0217,0.0297,0.0105,1.1453,0.0617,0.0192,0.0147,0.7985,0.0146,0.1211,0.2236,0.2069,0.0185,0.0122,2.4119,0.0421,0.0166,0.0099,0.1365,0.0094,0.0586,0.0192,0.0164,0.0,0.3059,0.008,2.6983,0.221,0.5687,0.014,3.0567,0.0467,0.0076,0.2015,0.0273,0.0066,0.0179
GRIN2B,0.0,0.1833,0.003,0.0058,0.0023,0.0219,0.08,0.0023,0.024,0.0063,0.0,0.0122,0.0,0.0091,1.5134,0.003,0.0069,0.0067,0.0052,0.1328,0.012,0.0031,0.0,0.0043,0.1315,0.0973,0.0,0.0,0.0044,0.0042,0.0085,0.0027,0.0144,0.0,0.0,0.0193,0.0,0.0035,0.0,0.0,0.0275,0.0,0.0028,0.0,0.0086,0.1276,0.0026,0.0027,0.0009,0.0022,0.0101,0.0078,0.0066,0.4748,0.0083,0.0053,0.014,0.0204,0.0045,0.0,0.0,0.0029,0.0,0.0,0.0,0.0525,0.0018,0.0064,0.0015,0.0051,0.0,0.0032,0.0,0.6159,0.0022,0.0,0.0,0.0034,0.0071,0.0062,0.0,0.0097,0.0,0.0,0.0179,0.0042,0.0035,0.0,0.0,0.0,0.0,0.2302,0.002,0.0046,0.034,0.0056,0.0,0.0017,0.0148,0.0033,0.004,0.0018,0.0019,0.2956,0.0019,0.0,0.0187,0.0,0.0032,0.0151,0.0,0.0058,0.0056,0.0085,0.0,0.0046,0.0081,0.0,0.0,0.0
GRIN3A,0.452,0.591,0.4321,0.697,0.1036,0.2859,0.6691,0.3045,0.0389,0.3828,0.6098,0.2191,0.357,0.1728,0.4992,0.2184,0.3089,0.3097,0.2183,2.8429,0.2038,0.1621,0.1794,0.4167,1.0384,0.2222,0.7496,0.1162,0.117,0.6194,0.3667,0.3356,0.2038,0.429,0.1452,0.1798,0.1765,0.5249,1.6936,0.8041,0.4335,0.6748,0.1488,0.7378,0.1953,0.2793,0.3136,0.3203,0.7984,0.3382,0.3591,0.2996,0.2883,2.351,0.292,0.1194,0.7948,0.6642,0.5232,0.6613,0.3317,0.2922,0.7557,0.5601,0.2841,1.4452,0.1314,0.501,0.4634,0.4363,0.0575,0.1572,0.4758,0.5596,0.9873,0.8557,0.4242,0.7902,0.3227,0.4678,0.5098,0.4103,1.0938,0.2344,0.9469,1.2016,0.0787,0.7293,0.5027,0.4361,0.417,0.1918,0.2312,0.3603,0.1429,0.5213,0.9636,0.1328,0.3435,0.0378,0.2482,0.3595,0.597,0.1253,0.9934,0.3232,1.0291,0.0624,0.0547,0.5896,0.3833,0.3881,0.3439,0.2779,0.2131,2.1211,0.4081,0.9319,0.3165,0.4488
GRM1,0.0468,0.1037,0.0817,0.0482,0.1336,0.4325,0.0528,0.0288,0.0143,0.0529,0.046,0.0127,0.0077,0.0382,0.108,0.0,0.1962,0.4751,0.1207,0.0766,0.0125,0.0128,0.0305,0.0542,0.2811,0.0899,0.0921,0.2568,0.037,0.0889,0.0715,0.4385,0.015,0.0093,0.1358,0.0294,0.0122,0.039,0.0809,0.0,0.393,0.0393,0.0235,0.0041,0.0257,0.0501,0.0108,0.0571,0.0771,0.0093,0.09,0.1883,0.1455,0.2446,0.0174,0.011,0.4295,0.0427,0.0653,0.8507,0.1594,0.0244,0.0597,0.0635,0.0157,0.0254,0.0229,0.1721,0.0617,0.1179,0.0227,0.0,0.0193,0.0147,0.023,0.1113,0.0405,0.1248,0.0297,0.0388,0.0433,0.0567,0.0249,0.075,0.0748,0.062,0.058,0.0097,0.0242,0.1261,0.0084,0.1936,0.2721,0.0389,0.0316,0.0407,0.041,0.014,0.0795,0.1392,0.0665,0.0535,0.0079,0.0462,0.0565,0.0,0.0392,0.023,0.0403,0.0181,0.0121,0.081,0.0431,0.0286,0.1047,0.1436,0.0789,0.0824,0.0833,0.0351
GRM5,0.0534,0.0177,0.0054,0.0618,0.0327,0.0071,0.0,0.4114,0.0,0.1018,0.0131,0.0,0.1059,0.2234,0.0616,0.0,0.1927,0.0658,0.0094,0.1804,0.0964,0.0,0.0,0.0232,0.01,0.0103,0.1444,0.0,0.0105,0.0228,0.0306,0.0,0.0385,0.0318,0.0,0.0441,0.0,0.0,0.0,0.0691,0.0246,0.0896,0.1206,0.0,0.0176,0.0,0.0834,0.0,0.0132,0.008,0.0362,0.1945,0.0237,0.8634,0.0075,0.0471,0.0418,0.0584,0.0,0.0682,0.0068,0.0522,0.1213,0.0272,0.0269,0.0,0.0196,0.0092,0.0,0.0183,0.0389,0.0114,0.0372,0.8445,0.0158,0.0,0.0,0.0534,0.0127,0.0553,0.0093,0.0208,0.0,0.0058,0.0213,0.0076,0.0496,0.0748,0.0207,0.0889,0.043,0.2288,0.0,0.0083,0.0946,0.0797,0.1841,0.0539,0.0151,0.004,0.0285,0.0916,0.0202,0.0,0.0069,0.0,0.0504,0.0,0.023,0.0155,0.0207,0.0,0.0335,0.0245,0.1008,0.0819,0.0386,0.047,0.0143,0.0558
GRM7,0.0,0.0,0.034,0.181,0.043,0.0075,0.0159,3.8854,0.0129,0.155,0.5665,1.7937,0.007,0.649,0.0,0.1489,0.1048,0.0315,0.0099,2.0047,0.0451,0.0462,0.0275,0.0896,0.0951,0.0324,0.0138,0.0,0.0833,0.0722,0.9031,0.0101,0.0406,0.1006,0.0,0.0266,0.077,0.1231,0.0,0.0162,0.0259,0.0,0.1695,0.0037,0.0093,0.0075,0.0,1.3699,0.0174,0.0169,0.0239,0.082,0.0812,1.0479,0.0393,0.3671,0.0176,0.0539,0.0,0.036,0.0072,0.0,0.0269,0.0,0.0283,0.1296,0.0138,0.0,0.0,0.029,0.0123,0.1326,0.0348,0.0399,0.0415,0.0335,0.3551,0.0779,0.0536,0.0816,0.0391,0.2045,0.0337,0.0123,0.0,0.024,0.1438,0.2628,0.0763,0.0067,0.0,0.0707,0.0297,0.0175,0.0427,0.063,0.0,0.0946,0.0159,0.0042,0.0075,0.0138,0.0,0.0167,0.1238,0.0,0.0,0.0,0.0061,0.0163,0.1092,0.0,0.1131,0.0709,0.0354,0.0086,0.1119,0.1115,0.015,0.0588
GRM8,0.1479,0.1105,0.1191,0.2186,0.0339,0.0788,0.3962,0.2391,0.034,0.7438,0.0363,0.0604,0.2291,0.1207,0.2557,0.1053,0.6194,0.182,0.2078,0.0454,0.326,0.0909,0.0542,0.6524,0.1942,0.1348,0.7268,0.076,0.2261,0.4422,0.1835,0.0266,0.4445,0.0661,0.0292,0.0784,0.0578,0.1443,0.4926,0.0532,0.1702,0.2169,0.0278,0.0825,0.0852,0.1581,0.1283,0.2231,0.0913,0.2103,0.5954,0.3152,0.1969,2.8964,0.1756,0.1303,0.6011,0.0404,0.1547,0.0944,0.4342,0.1876,0.3445,0.3008,0.9111,0.04,0.1086,0.1592,0.1316,0.0888,0.4358,0.3166,0.1714,1.5523,0.0436,0.1757,0.3085,0.0852,0.2816,0.0459,0.0513,0.1151,0.3395,0.1615,0.2656,0.6187,0.2404,0.1035,0.3719,0.6762,0.0496,0.0873,0.3222,0.115,0.1683,0.1516,0.1334,0.2401,0.1464,0.022,0.3446,0.172,0.1489,3.0609,0.6119,0.2766,0.0232,0.2724,0.31,0.343,0.086,0.6422,0.2274,0.0,0.1395,0.51,0.6811,0.0976,0.651,0.1187
